X1,X2,y
7.739560485559633,0.6206310654015523,1
4.388784397520523,4.58262041536514,0
8.585979199113824,1.2903005718204175,0
6.973680290593639,1.523267101575757,1
0.9417734788764953,6.322828130302102,1
9.756223516367559,3.929273915702333,1
7.61139701990353,9.21852450154995,1
7.860643052769538,3.1915649460807005,1
1.2811363267554587,7.261801283839011,1
4.503859378955672,4.610994301549076,0
3.7079802423258124,6.599513011292788,1
9.267649888486018,5.996953567159904,1
6.438651200806645,4.727839727589982,1
8.227616132708299,9.500610946244372,1
4.4341419882733115,3.4271364275495584,0
2.272387217847769,1.7723550124927256,0
5.545847870158348,6.780940608798282,1
0.6381725610417532,8.460075613079088,1
8.27631171992582,0.4025373993992376,1
6.316643991220649,4.496326884226805,1
7.580877400853739,8.924876896873263,1
3.545259681298684,7.496186189228675,1
9.706980243949033,9.918077164976282,1
8.931211213221976,5.314138115972438,1
7.783834970737619,6.599957188011513,1
1.9463870785196757,3.0248028113792813,0
4.667210037270342,9.475355996659923,0
0.43803765787228777,3.6633548855653633,0
1.5428949206754783,7.385107126866286,0
6.830489532424546,4.03140204119082,1
7.447621559078171,5.618189300629993,1
9.6750973243421,7.197825350215462,1
3.2582535813815197,5.089341517513542,0
3.704597060348689,9.070863269095085,0
4.695558112758079,4.193009879278103,1
1.894713590842857,6.470717981433252,0
1.2992150533547164,3.423624333000541,0
4.757049262259337,4.081566682310131,1
2.2690934905088413,4.4005010823355235,0
6.698139946825103,1.2580701831228525,1
4.371519188723307,0.9172367905900669,1
8.326781960578375,6.674899231467579,0
7.002651020022491,6.5551773834305225,1
3.123666413820411,6.629097142100953,0
8.32259801395201,0.19766445342691674,0
8.047643574968019,3.265468426717799,1
3.874783790301745,1.9780984725919692,0
2.883281039302441,7.781514225440124,0
6.824955039749755,8.606304013961301,1
1.397524836093098,2.466803772261473,0
1.9990820247510832,6.678491588479863,0
0.07362269751005512,1.2936280345827444,1
7.869243775021384,2.7515252560171333,1
6.648508565920322,1.3865449623341952,1
7.051653786263351,2.835207665992292,1
7.807290310219679,6.7473654734927795,1
4.5891577553833995,9.103269101852526,0
5.687411959528937,2.02522407924186,1
1.3979699812765745,5.420790349507191,1
1.1453007353597344,7.013911012434323,1
6.6840296179047165,9.529224684855658,0
4.710962061431325,6.100604828871738,1
5.652361064811888,2.5510693102738067,1
7.649988574160256,6.254781569139363,1
6.347183200005908,3.2049116167801617,1
5.535794006579958,9.761283906917077,0
5.592071607454136,3.9967613516363687,1
3.039500980626122,6.854277207610142,0
0.30817834567939406,0.2322758234675848,1
4.367173892323624,4.000614461347554,0
2.145846728195292,8.751076133225116,0
4.085286437246362,6.102274444332458,0
8.53403073268166,4.439428863959764,1
2.3393948586534075,9.359374994357259,0
0.5830274168906602,8.53984376147229,0
2.8138389202199656,3.2221567382293825,0
2.935937577666836,5.445484020413396,0
6.6191651472689506,4.898242560924627,1
5.570321523412783,6.322025001148623,1
7.8389820910641355,3.341112669587556,1
6.643135403273876,2.4420500076588825,1
4.063868614400706,9.126718352555361,1
8.140203846660347,9.238744994985064,1
1.669729199077039,8.43322885761979,1
0.22712073133860478,9.782044307645613,0
0.9004786077564175,7.449915257796885,1
7.223593505964503,7.646672285619997,1
4.618772302513873,7.625900919626407,0
1.612717790336018,4.806076309423065,0
5.010447751033635,4.564521945142717,1
1.5231210271316842,2.4022627614900314,0
6.96320375077736,6.448191943592905,0
4.461562755740307,2.8932013610233454,0
3.810212260964825,2.5780840970235444,1
3.015120891478765,5.8596137409605475,0
6.302825931188885,4.099823882250432,1
3.6181261055339045,2.188566087946322,1
0.87649919316101,8.160560167528311,0
1.1800590212051532,8.60569919294376,1
9.618976645495145,1.6769951967778096,1
9.085806907076071,0.07507032799999869,1
6.997071338107496,3.361299685293737,1
2.6586996145951955,7.975108356807525,0
9.69176377347724,8.391738662343244,0
7.787509039657946,1.3832907011604922,1
7.168901891589956,7.743359011830512,0
4.493615021437886,1.1570416730942945,0
2.72241561845159,3.9006259015652924,0
0.9639096215349929,9.986095150119159,0
9.026023965438416,1.9259082323090981,1
4.557762898336111,1.5396358257762643,0
2.023633647952303,4.228003325467935,0
3.0595662415065252,6.196685259698614,1
5.79219568941896,9.329007824132532,0
1.767727829392317,9.808211455330342,1
8.566142840923755,0.6964063659139463,0
7.585195298352101,1.3799751734790533,1
7.194629559509368,7.907379738959939,1
4.320930397751037,2.7063215227086044,1
6.2730884070244315,8.848490595063605,1
5.840979689127356,6.634532572290867,1
6.4984660155482,1.1184480238067718,1
0.8444432113988909,8.325292849240071,1
4.1580740217060965,1.7635638000807585,1
0.4161417386189248,4.234953946796538,0
4.9399081924451895,5.5218492855933,0
3.298612123327853,5.007661490802783,0
1.445241888660469,6.861629156151504,0
1.0340296772255164,6.526867348692552,1
5.87644572177712,9.920420055280548,1
1.705929685368861,9.994219092241877,1
9.251201183767972,5.16459402635641,0
5.8106113970039495,0.9519908696086399,0
3.4686980453483707,7.278432989687183,0
5.9091549148141675,9.766640782165892,0
0.22803871029697498,3.1832638762902032,0
9.585592132414453,4.6120888583757385,1
4.823034369429003,4.247769248154559,0
7.827352272502862,0.5141915455692936,1
0.8272999992243857,6.722644312234448,0
4.866583308381603,3.533376950684678,0
4.907069943545209,7.874638746315022,0
9.37826454974983,8.32120075281986,0
5.717280523760754,8.212307865978454,0
4.734894010569538,4.166659980398801,0
2.669756630918936,3.215456822408995,0
3.315689973425522,7.488207796670548,1
5.206724024715378,8.01389433842723,0
4.389114603050467,4.9125744639136615,0
0.21612079880330426,8.930310195363031,1
8.262919241943578,1.4390869607855827,1
8.961607718397667,8.790687796589602,1
1.4024908899861077,0.9609523297188127,0
5.540361435390494,1.535255220546139,1
1.0857574113544355,5.338400132739603,0
6.722400930398117,0.6751848018741502,1
2.812337838390083,0.5280710140011036,1
6.594226346919018,0.005187441657055203,1
7.269946142868826,4.363166596942632,1
7.68647491917657,7.746238812922298,1
1.0774094595589656,0.34838350279915664,0
9.160118451376078,6.522576064658554,1
2.302139908948808,8.231273174161865,0
0.3741255617617978,1.6800084857787112,0
5.548524693914834,1.4686373482140425,1
3.7092228386243873,8.60800973620536,1
8.297897431324131,8.231246099500947,0
8.082514720643019,5.389417662641868,1
3.1713889282271532,8.191998792939803,0
9.52899395069745,0.9275607742449477,1
2.909178381401186,3.944815179387544,0
5.150571292317146,7.377975561063729,1
2.5596509056760275,2.574519593239634,0
9.360435700489633,7.523289144335528,1
1.6460781758201815,5.041786043908139,0
0.4491061939232899,7.502659879482331,0
4.350970600030379,4.6467963785732955,0
9.92375564055837,3.679043402218176,1
8.916772662549139,2.1918921647863234,1
7.486080194569492,2.08379341435015,0
8.90792490878525,7.51490810571396,0
8.934466396978632,1.189103480339605,0
5.18858360386449,0.8598235011094513,1
3.1592905183079303,1.7629136502213016,1
7.72012432110988,1.7534651145392188,1
6.616612631677611,8.231076228068998,1
3.7365772887371005,3.985066234742124,0
0.9446666806151527,9.903884573604824,0
7.46789611349026,1.3721125779061238,1
2.624605159228647,6.535398256936434,0
9.368131505337793,4.487295072012506,1
2.4097057500568475,3.9291817669707396,0
1.2275793241148603,8.750841990540824,0
8.311126721249062,9.755956458283997,1
1.5328431662449404,8.728589587741787,0
1.7926830815773909,1.9230067903513304,0
5.993827915208435,2.2079792120893407,1
8.745620408374645,6.560738790950634,1
1.9643466571457324,2.890835816381917,1
3.1032367290009475,7.347251307805799,0
7.774048382411776,5.664206508096447,1
9.718264260609674,5.50908768490403,0
5.007411862023423,8.285469248387859,0
1.4389750255125078,7.105327717426778,1
0.13936287708201545,0.265777649972917,0
2.2965602999885526,0.49459137146015686,0
1.3182221778652103,6.015584524560157,0
6.776586736128575,4.861920756222755,1
1.2183250462853112,2.601846553429914,1
5.06329931620633,4.186560873148016,1
6.9426243564288646,7.579103187328605,0
5.811166092209024,8.266114846579299,1
1.9977565166005762,5.612230678900442,0
8.041245261822628,3.8536948085710296,1
7.154071296158016,2.70696761495107,0
7.389840039155418,5.219184707692534,1
1.3105775155731325,3.14749618564381,1
1.237538036503446,5.640951370472229,0
9.275625510065076,6.766523825096376,0
3.9757819382494066,0.6607921091939484,0
3.0094869178093973,0.010674650227472382,0
4.885840453515334,2.1227713884074295,0
6.628642127635825,8.94511497718781,1
9.5562325704697,6.462907632285591,1
2.8644622688205503,1.7196035193702286,0
9.248084293120272,8.902639618236188,1
0.24859491386256316,4.6995594028734,0
5.551980423268247,4.760917566786606,1
6.339751116810851,9.355419438426551,1
1.058974037507533,0.5948669218334002,0
